x ,Kalmar_COM_Crane21_SPARE_INT6 ,Kalmar_COM_Crane21_SPARE_INT5 ,Kalmar_COM_Crane21_SPARE_INT4 ,Kalmar_COM_Crane21_SPARE_INT3 ,Kalmar_COM_Crane21_SPARE_INT2 ,Kalmar_COM_Crane21_SPARE_INT1 ,
Type ,INT ,INT ,INT ,INT ,INT ,INT ,
ScalingFactor ,1 ,1 ,1 ,1 ,1 ,1 ,
OffSet ,0 ,0 ,0 ,0 ,0 ,0 ,
Comment ,NA ,NA ,NA ,NA ,NA ,NA ,
2023-06-30 16:58:20.343,0,0,0,0,0,100,
2023-06-30 16:58:20.895,0,0,0,0,0,59,
2023-06-30 16:58:21.558,0,0,0,0,0,-45,
2023-06-30 16:58:22.11,0,0,0,0,0,-95,
2023-06-30 16:58:22.773,0,0,0,0,0,-71,
2023-06-30 16:58:23.325,0,0,0,0,0,0,
2023-06-30 16:58:23.988,0,0,0,0,0,89,
2023-06-30 16:58:24.54,0,0,0,0,0,95,
2023-06-30 16:58:25.093,0,0,0,0,0,31,
2023-06-30 16:58:25.755,0,0,0,0,0,-71,
2023-06-30 16:58:26.308,0,0,0,0,0,-100,
2023-06-30 16:58:26.97,0,0,0,0,0,-45,
2023-06-30 16:58:27.523,0,0,0,0,0,31,
2023-06-30 16:58:28.185,0,0,0,0,0,99,
2023-06-30 16:58:28.738,0,0,0,0,0,81,
2023-06-30 16:58:29.29,0,0,0,0,0,0,
2023-06-30 16:58:29.953,0,0,0,0,0,-81,
2023-06-30 16:58:30.505,0,0,0,0,0,-95,
2023-06-30 16:58:31.168,0,0,0,0,0,-16,
2023-06-30 16:58:31.72,0,0,0,0,0,59,
2023-06-30 16:58:32.383,0,0,0,0,0,99,
2023-06-30 16:58:32.935,0,0,0,0,0,59,
2023-06-30 16:58:33.598,0,0,0,0,0,-45,
2023-06-30 16:58:34.151,0,0,0,0,0,-95,
2023-06-30 16:58:34.703,0,0,0,0,0,-81,
2023-06-30 16:58:35.366,0,0,0,0,0,16,
2023-06-30 16:58:35.918,0,0,0,0,0,81,
2023-06-30 16:58:36.581,0,0,0,0,0,89,
2023-06-30 16:58:37.133,0,0,0,0,0,31,
2023-06-30 16:58:37.796,0,0,0,0,0,-71,
2023-06-30 16:58:38.349,0,0,0,0,0,-100,
2023-06-30 16:58:38.901,0,0,0,0,0,-59,
2023-06-30 16:58:39.564,0,0,0,0,0,45,
2023-06-30 16:58:40.117,0,0,0,0,0,95,
2023-06-30 16:58:40.78,0,0,0,0,0,71,
2023-06-30 16:58:41.332,0,0,0,0,0,0,
2023-06-30 16:58:41.995,0,0,0,0,0,-89,
2023-06-30 16:58:42.547,0,0,0,0,0,-95,
2023-06-30 16:58:43.099,0,0,0,0,0,-31,
2023-06-30 16:58:43.762,0,0,0,0,0,71,
2023-06-30 16:58:44.314,0,0,0,0,0,100,
2023-06-30 16:58:44.977,0,0,0,0,0,45,
2023-06-30 16:58:45.529,0,0,0,0,0,-31,
2023-06-30 16:58:46.193,0,0,0,0,0,-99,
2023-06-30 16:58:46.745,0,0,0,0,0,-81,
2023-06-30 16:58:47.297,0,0,0,0,0,0,
2023-06-30 16:58:47.96,0,0,0,0,0,89,
2023-06-30 16:58:48.512,0,0,0,0,0,95,
2023-06-30 16:58:49.175,0,0,0,0,0,16,
2023-06-30 16:58:49.728,0,0,0,0,0,-59,
2023-06-30 16:58:50.39,0,0,0,0,0,-99,
2023-06-30 16:58:50.943,0,0,0,0,0,-59,
2023-06-30 16:58:51.495,0,0,0,0,0,31,
2023-06-30 16:58:52.158,0,0,0,0,0,99,
2023-06-30 16:58:52.71,0,0,0,0,0,81,
2023-06-30 16:58:53.373,0,0,0,0,0,-16,
2023-06-30 16:58:53.926,0,0,0,0,0,-81,
2023-06-30 16:58:54.589,0,0,0,0,0,-89,
2023-06-30 16:58:55.141,0,0,0,0,0,-31,
2023-06-30 16:58:55.693,0,0,0,0,0,59,
2023-06-30 16:58:56.356,0,0,0,0,0,99,
2023-06-30 16:58:56.908,0,0,0,0,0,59,
2023-06-30 16:58:57.571,0,0,0,0,0,-45,
2023-06-30 16:58:58.124,0,0,0,0,0,-95,
2023-06-30 16:58:58.787,0,0,0,0,0,-71,
2023-06-30 16:58:59.339,0,0,0,0,0,0,
2023-06-30 16:58:59.891,0,0,0,0,0,81,
